module,path,layer,component,incoming,outgoing,dependency_score,ownership_score,duplicate_group,duplicate_count,recommendation,status
delbot_platform.knowledge.models.author,delbot_platform/knowledge/models/author.py,knowledge,module,4,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.models.collection,delbot_platform/knowledge/models/collection.py,knowledge,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.models.knowledge_domain,delbot_platform/knowledge/models/knowledge_domain.py,knowledge,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.models.knowledge_entity,delbot_platform/knowledge/models/knowledge_entity.py,knowledge,module,5,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.models.knowledge_relation,delbot_platform/knowledge/models/knowledge_relation.py,knowledge,module,4,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.models.knowledge_source,delbot_platform/knowledge/models/knowledge_source.py,knowledge,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.models.rag_result,delbot_platform/knowledge/models/rag_result.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.pipeline.__init__,delbot_platform/knowledge/pipeline/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.pipeline.knowledge_pipeline,delbot_platform/knowledge/pipeline/knowledge_pipeline.py,knowledge,pipeline,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.pipeline.models.__init__,delbot_platform/knowledge/pipeline/models/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.pipeline.pipeline_context,delbot_platform/knowledge/pipeline/pipeline_context.py,knowledge,pipeline,2,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.pipeline.pipeline_result,delbot_platform/knowledge/pipeline/pipeline_result.py,knowledge,pipeline,2,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.rag.__init__,delbot_platform/knowledge/rag/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.rag.llm.__init__,delbot_platform/knowledge/rag/llm/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.rag.llm.generator,delbot_platform/knowledge/rag/llm/generator.py,knowledge,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.rag.models.__init__,delbot_platform/knowledge/rag/models/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.rag.pipeline,delbot_platform/knowledge/rag/pipeline.py,knowledge,pipeline,3,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.rag.rag_engine,delbot_platform/knowledge/rag/rag_engine.py,knowledge,module,4,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.rag.research.__init__,delbot_platform/knowledge/rag/research/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.rag.research.pipeline,delbot_platform/knowledge/rag/research/pipeline.py,knowledge,pipeline,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.rag.vector_retriever,delbot_platform/knowledge/rag/vector_retriever.py,knowledge,retriever,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.reranking.__init__,delbot_platform/knowledge/reranking/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.reranking.base,delbot_platform/knowledge/reranking/base.py,knowledge,module,3,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.retrieval.__init__,delbot_platform/knowledge/retrieval/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.retrieval.base,delbot_platform/knowledge/retrieval/base.py,knowledge,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.retrieval.metadata_retriever,delbot_platform/knowledge/retrieval/metadata_retriever.py,knowledge,retriever,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.retrieval.qdrant,delbot_platform/knowledge/retrieval/qdrant.py,knowledge,module,3,0,8,1,qdrant,2,KEEP,CANONICAL
delbot_platform.knowledge.retrieval.retriever,delbot_platform/knowledge/retrieval/retriever.py,knowledge,retriever,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.services.__init__,delbot_platform/knowledge/services/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.services.processing,delbot_platform/knowledge/services/processing.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.vector.__init__,delbot_platform/knowledge/vector/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.vector.models.__init__,delbot_platform/knowledge/vector/models/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.vector.models.record,delbot_platform/knowledge/vector/models/record.py,knowledge,module,3,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.vector.qdrant_store,delbot_platform/knowledge/vector/qdrant_store.py,knowledge,module,2,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.vector.repository.__init__,delbot_platform/knowledge/vector/repository/__init__.py,knowledge,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.vector.repository.base,delbot_platform/knowledge/vector/repository/base.py,knowledge,module,2,0,0,1,,1,KEEP,CANONICAL
delbot_platform.knowledge.vector.repository.qdrant,delbot_platform/knowledge/vector/repository/qdrant.py,knowledge,module,1,0,8,1,qdrant,2,KEEP,CANONICAL
delbot_platform.launcher.__init__,delbot_platform/launcher/__init__.py,launcher,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.launcher.ai_runtime,delbot_platform/launcher/ai_runtime.py,launcher,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.launcher.base,delbot_platform/launcher/base.py,launcher,module,8,0,0,1,,1,KEEP,CANONICAL
delbot_platform.launcher.factory,delbot_platform/launcher/factory.py,launcher,factory,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.launcher.gateway_launcher,delbot_platform/launcher/gateway_launcher.py,launcher,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.launcher.paddleocr,delbot_platform/launcher/paddleocr.py,launcher,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.launcher.research_api_launcher,delbot_platform/launcher/research_api_launcher.py,launcher,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.launcher.spec,delbot_platform/launcher/spec.py,launcher,module,9,0,0,1,,1,KEEP,CANONICAL
delbot_platform.launcher.whisper,delbot_platform/launcher/whisper.py,launcher,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.orchestrator.__init__,delbot_platform/orchestrator/__init__.py,orchestrator,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.orchestrator.services.__init__,delbot_platform/orchestrator/services/__init__.py,orchestrator,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.orchestrator.services.ocr,delbot_platform/orchestrator/services/ocr.py,orchestrator,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.orchestrator.services.speech,delbot_platform/orchestrator/services/speech.py,orchestrator,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.orchestrator.shutdown,delbot_platform/orchestrator/shutdown.py,orchestrator,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.orchestrator.startup,delbot_platform/orchestrator/startup.py,orchestrator,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.orchestrator.status,delbot_platform/orchestrator/status.py,orchestrator,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.__init__,delbot_platform/__init__.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.__main__,delbot_platform/__main__.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.__init__,tools/__init__.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.architecture.__init__,tools/architecture/__init__.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.architecture.circular,tools/architecture/circular.py,other,module,2,0,0,1,,1,KEEP,CANONICAL
tools.architecture.dependency,tools/architecture/dependency.py,other,module,1,0,0,1,,1,KEEP,CANONICAL
tools.architecture.doctor,tools/architecture/doctor.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.architecture.filter,tools/architecture/filter.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.architecture.graph_filter,tools/architecture/graph_filter.py,other,module,1,0,0,1,,1,KEEP,CANONICAL
tools.architecture.inventory,tools/architecture/inventory.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.architecture.layer,tools/architecture/layer.py,other,module,2,0,0,1,,1,KEEP,CANONICAL
tools.architecture.metrics,tools/architecture/metrics.py,other,module,2,0,0,1,,1,KEEP,CANONICAL
tools.architecture.models,tools/architecture/models.py,other,model,9,0,0,1,,1,KEEP,CANONICAL
tools.architecture.pipeline,tools/architecture/pipeline.py,other,pipeline,2,0,0,1,,1,KEEP,CANONICAL
tools.architecture.resolver,tools/architecture/resolver.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.architecture.scanner,tools/architecture/scanner.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.architecture.tests.test_circular,tools/architecture/tests/test_circular.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.architecture.tests.test_layer,tools/architecture/tests/test_layer.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.architecture.tests.test_metrics,tools/architecture/tests/test_metrics.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.architecture.tests.test_pipeline,tools/architecture/tests/test_pipeline.py,other,pipeline,0,0,0,1,,1,KEEP,CANONICAL
tools.audit_heading_classifier,tools/audit_heading_classifier.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.batch_ingest_parallel,tools/batch_ingest_parallel.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.batch_ingest_pdf,tools/batch_ingest_pdf.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.batch_ingest_repository,tools/batch_ingest_repository.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.build_pdf_index,tools/build_pdf_index.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.check_qdrant_payload,tools/check_qdrant_payload.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.debug.inspect_pymupdf_span,tools/debug/inspect_pymupdf_span.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.ingest_metadata_vectors,tools/ingest_metadata_vectors.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.ingest_pdf_vectors,tools/ingest_pdf_vectors.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.test_ingest,tools/test_ingest.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.test_pdf_extract,tools/test_pdf_extract.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.test_pdf_ingest,tools/test_pdf_ingest.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.test_pdf_ingest_single,tools/test_pdf_ingest_single.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.test_pdf_ocr,tools/test_pdf_ocr.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.test_rag,tools/test_rag.py,other,module,0,0,0,1,test_rag,3,KEEP,CANONICAL
tools.test_rag_engine,tools/test_rag_engine.py,other,module,0,0,0,1,test_rag,3,KEEP,CANONICAL
tools.test_rag_final,tools/test_rag_final.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.test_rag_llm,tools/test_rag_llm.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.test_rag_pipeline,tools/test_rag_pipeline.py,other,pipeline,0,0,0,1,test_rag,3,KEEP,CANONICAL
tools.test_research_engine,tools/test_research_engine.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.test_retrieval,tools/test_retrieval.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
tools.test_retriever_engine,tools/test_retriever_engine.py,other,retriever,0,0,0,1,,1,KEEP,CANONICAL
tools.test_vector_schema,tools/test_vector_schema.py,other,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.__init__,delbot_platform/repository/__init__.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.catalog.__init__,delbot_platform/repository/catalog/__init__.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.catalog.adapter,delbot_platform/repository/catalog/adapter.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.catalog.builder,delbot_platform/repository/catalog/builder.py,repository,builder,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.catalog.models,delbot_platform/repository/catalog/models.py,repository,model,3,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.discovery.__init__,delbot_platform/repository/discovery/__init__.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.discovery.base,delbot_platform/repository/discovery/base.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.discovery.gitlab,delbot_platform/repository/discovery/gitlab.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.discovery.service,delbot_platform/repository/discovery/service.py,repository,service,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.download.__init__,delbot_platform/repository/download/__init__.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.download.downloader,delbot_platform/repository/download/downloader.py,repository,loader,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.download.pdf_downloader,delbot_platform/repository/download/pdf_downloader.py,repository,loader,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.ingestion.__init__,delbot_platform/repository/ingestion/__init__.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.ingestion.dataset_loader,delbot_platform/repository/ingestion/dataset_loader.py,repository,loader,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.integration.__init__,delbot_platform/repository/integration/__init__.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.manifest.__init__,delbot_platform/repository/manifest/__init__.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.manifest.pdf_manifest,delbot_platform/repository/manifest/pdf_manifest.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.models.__init__,delbot_platform/repository/models/__init__.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.models.repository_item,delbot_platform/repository/models/repository_item.py,repository,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.models.scan_result,delbot_platform/repository/models/scan_result.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.providers.__init__,delbot_platform/repository/providers/__init__.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.providers.base,delbot_platform/repository/providers/base.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.providers.dspace,delbot_platform/repository/providers/dspace.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.resolver.__init__,delbot_platform/repository/resolver/__init__.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.resolver.dspace_bitstream,delbot_platform/repository/resolver/dspace_bitstream.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.resolver.dspace_html,delbot_platform/repository/resolver/dspace_html.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.resolver.local_pdf,delbot_platform/repository/resolver/local_pdf.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.resolver.url_normalizer,delbot_platform/repository/resolver/url_normalizer.py,repository,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.repository.service,delbot_platform/repository/service.py,repository,service,3,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.__init__,delbot_platform/research/__init__.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.builders.__init__,delbot_platform/research/builders/__init__.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.builders.research_result_builder,delbot_platform/research/builders/research_result_builder.py,research,builder,1,0,4,1,research_result,2,KEEP,CANONICAL
delbot_platform.research.context.document_context,delbot_platform/research/context/document_context.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.generator.__init__,delbot_platform/research/generator/__init__.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.generator.llm_generator,delbot_platform/research/generator/llm_generator.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.memory.__init__,delbot_platform/research/memory/__init__.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.memory.research_memory,delbot_platform/research/memory/research_memory.py,research,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.models.__init__,delbot_platform/research/models/__init__.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.models.embedding_collection,delbot_platform/research/models/embedding_collection.py,research,module,3,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.models.research_result,delbot_platform/research/models/research_result.py,research,module,1,0,4,1,research_result,2,KEEP,CANONICAL
delbot_platform.research.pipeline.__init__,delbot_platform/research/pipeline/__init__.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.pipeline.research_answer_pipeline,delbot_platform/research/pipeline/research_answer_pipeline.py,research,pipeline,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.prompt_builder,delbot_platform/research/prompt_builder.py,research,builder,2,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.services.__init__,delbot_platform/research/services/__init__.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.state.__init__,delbot_platform/research/state/__init__.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.research.state.research_state,delbot_platform/research/state/research_state.py,research,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.vectors.__init__,delbot_platform/vectors/__init__.py,vectors,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.vectors.models,delbot_platform/vectors/models.py,vectors,model,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.vectorstore.__init__,delbot_platform/vectorstore/__init__.py,vectorstore,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.vectorstore.qdrant.__init__,delbot_platform/vectorstore/qdrant/__init__.py,vectorstore,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.vectorstore.qdrant.singleton,delbot_platform/vectorstore/qdrant/singleton.py,vectorstore,module,5,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workflows.__init__,delbot_platform/workflows/__init__.py,workflows,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workflows.factory.__init__,delbot_platform/workflows/factory/__init__.py,workflows,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workflows.factory.workflow_factory,delbot_platform/workflows/factory/workflow_factory.py,workflows,factory,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workflows.repository.__init__,delbot_platform/workflows/repository/__init__.py,workflows,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workflows.repository.ingestion,delbot_platform/workflows/repository/ingestion.py,workflows,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workflows.repository.models.__init__,delbot_platform/workflows/repository/models/__init__.py,workflows,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workspace.models,delbot_platform/workspace/models.py,workspace,model,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workspace.models.__init__,delbot_platform/workspace/models/__init__.py,workspace,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workspace.models.chat_message,delbot_platform/workspace/models/chat_message.py,workspace,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workspace.models.workspace_metadata,delbot_platform/workspace/models/workspace_metadata.py,workspace,module,1,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workspace.models.workspace_session,delbot_platform/workspace/models/workspace_session.py,workspace,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workspace.session_manager,delbot_platform/workspace/session_manager.py,workspace,module,5,0,0,1,,1,KEEP,CANONICAL
delbot_platform.workspace.storage,delbot_platform/workspace/storage.py,workspace,module,0,0,0,1,,1,KEEP,CANONICAL
delbot_platform.ai.client.reranker_client,delbot_platform/ai/client/reranker_client.py,ai,reranker,0,0,0,4,reranker,4,LEGACY,LEGACY
delbot_platform.ai.http.http_client,delbot_platform/ai/http/http_client.py,ai,module,0,0,0,2,http,2,LEGACY,LEGACY
delbot_platform.ai.registry.loader,delbot_platform/ai/registry/loader.py,ai,loader,1,0,4,3,loader,3,LEGACY,LEGACY
delbot_platform.api.app,delbot_platform/api/app.py,api,module,0,0,0,2,app,2,LEGACY,LEGACY
delbot_platform.application.research.answer,delbot_platform/application/research/answer.py,application,module,0,0,0,2,answer,2,LEGACY,LEGACY
delbot_platform.config.loader,delbot_platform/config/loader.py,config,loader,1,0,4,3,loader,3,LEGACY,LEGACY
delbot_platform.config.manager,delbot_platform/config/manager.py,config,module,0,0,6,2,manager,2,LEGACY,LEGACY
delbot_platform.document_intelligence.loader.pdf_loader,delbot_platform/document_intelligence/loader/pdf_loader.py,document_intelligence,loader,1,0,2,2,pdf,2,LEGACY,LEGACY
delbot_platform.document_intelligence.mappermupdf_mapper,delbot_platform/document_intelligence/mapper/pymupdf_mapper.py,document_intelligence,mapper,0,0,0,2,pymupdf,2,LEGACY,LEGACY
delbot_platform.documents.parser.backendmupdf,delbot_platform/documents/parser/backend/pymupdf.py,documents,module,0,0,0,2,pymupdf,2,LEGACY,LEGACY
delbot_platform.documents.parser.pdf,delbot_platform/documents/parser/pdf.py,documents,module,0,0,2,2,pdf,2,LEGACY,LEGACY
delbot_platform.documents.pipeline.models.artifact,delbot_platform/documents/pipeline/models/artifact.py,documents,module,0,0,0,3,artifact,3,LEGACY,LEGACY
delbot_platform.documents.registry.manager,delbot_platform/documents/registry/manager.py,documents,module,3,0,6,2,manager,2,LEGACY,LEGACY
delbot_platform.documents.registry.memory,delbot_platform/documents/registry/memory.py,documents,module,1,0,2,2,memory,2,LEGACY,LEGACY
delbot_platform.gateway.app,delbot_platform/gateway/app.py,gateway,module,0,0,0,2,app,2,LEGACY,LEGACY
delbot_platform.gateway.providers.infinity,delbot_platform/gateway/providers/infinity.py,gateway,module,1,0,2,2,infinity,2,LEGACY,LEGACY
delbot_platform.gateway.providers.vllm,delbot_platform/gateway/providers/vllm.py,gateway,module,1,0,2,2,vllm,2,LEGACY,LEGACY
delbot_platform.gateway.routers.health,delbot_platform/gateway/routers/health.py,gateway,module,1,0,2,2,health,2,LEGACY,LEGACY
delbot_platform.gateway.routers.reranker,delbot_platform/gateway/routers/reranker.py,gateway,reranker,0,0,0,4,reranker,4,LEGACY,LEGACY
delbot_platform.gateway.routers.vision,delbot_platform/gateway/routers/vision.py,gateway,module,0,0,0,2,vision,2,LEGACY,LEGACY
delbot_platform.knowledge.pipeline.models.artifact,delbot_platform/knowledge/pipeline/models/artifact.py,knowledge,module,0,0,0,3,artifact,3,LEGACY,LEGACY
delbot_platform.knowledge.rag.context_builder,delbot_platform/knowledge/rag/context_builder.py,knowledge,builder,0,0,0,2,context,2,LEGACY,LEGACY
delbot_platform.knowledge.rerank.reranker,delbot_platform/knowledge/rerank/reranker.py,knowledge,reranker,0,0,0,4,reranker,4,LEGACY,LEGACY
delbot_platform.knowledge.vector.repository.memory,delbot_platform/knowledge/vector/repository/memory.py,knowledge,module,0,0,2,2,memory,2,LEGACY,LEGACY
delbot_platform.launcher.infinity,delbot_platform/launcher/infinity.py,launcher,module,0,0,2,2,infinity,2,LEGACY,LEGACY
delbot_platform.launcher.vllm,delbot_platform/launcher/vllm.py,launcher,module,0,0,2,2,vllm,2,LEGACY,LEGACY
delbot_platform.orchestrator.health,delbot_platform/orchestrator/health.py,orchestrator,module,0,0,2,2,health,2,LEGACY,LEGACY
delbot_platform.orchestrator.services.reranker,delbot_platform/orchestrator/services/reranker.py,orchestrator,reranker,0,0,0,4,reranker,4,LEGACY,LEGACY
delbot_platform.orchestrator.services.vision,delbot_platform/orchestrator/services/vision.py,orchestrator,module,0,0,0,2,vision,2,LEGACY,LEGACY
delbot_platform.repository.catalog.loader,delbot_platform/repository/catalog/loader.py,repository,loader,0,0,4,3,loader,3,LEGACY,LEGACY
delbot_platform.repository.discovery.http,delbot_platform/repository/discovery/http.py,repository,module,0,0,0,2,http,2,LEGACY,LEGACY
delbot_platform.research.rag.context,delbot_platform/research/rag/context.py,research,module,0,0,0,2,context,2,LEGACY,LEGACY
delbot_platform.research.services.answer,delbot_platform/research/services/answer.py,research,module,0,0,0,2,answer,2,LEGACY,LEGACY
delbot_platform.workflows.repository.models.artifact,delbot_platform/workflows/repository/models/artifact.py,workflows,module,0,0,0,3,artifact,3,LEGACY,LEGACY
delbot_platform.api.routers.repository,delbot_platform/api/routers/repository.py,api,module,2,0,18,4,repository,6,MERGE,MERGE
delbot_platform.api.schemas.repository,delbot_platform/api/schemas/repository.py,api,module,1,0,18,4,repository,6,MERGE,MERGE
delbot_platform.document_intelligence.models.heading,delbot_platform/document_intelligence/models/heading.py,document_intelligence,module,4,0,12,2,heading,2,MERGE,MERGE
delbot_platform.document_intelligence.models.page,delbot_platform/document_intelligence/models/page.py,document_intelligence,module,5,0,14,2,page,2,MERGE,MERGE
delbot_platform.documents.classification.heading,delbot_platform/documents/classification/heading.py,documents,module,2,0,12,2,heading,2,MERGE,MERGE
delbot_platform.documents.embedding.providers.gateway,delbot_platform/documents/embedding/providers/gateway.py,documents,module,1,0,12,5,gateway,5,MERGE,MERGE
delbot_platform.documents.embedding.providers.local,delbot_platform/documents/embedding/providers/local.py,documents,module,1,0,8,3,local,5,MERGE,MERGE
delbot_platform.documents.loader.source,delbot_platform/documents/loader/source.py,documents,module,5,0,16,2,source,2,MERGE,MERGE
delbot_platform.documents.loader.sources.local,delbot_platform/documents/loader/sources/local.py,documents,module,2,0,8,3,local,5,MERGE,MERGE
delbot_platform.documents.metadata.repository,delbot_platform/documents/metadata/repository.py,documents,module,1,0,18,4,repository,6,MERGE,MERGE
delbot_platform.documents.models.citation,delbot_platform/documents/models/citation.py,documents,module,0,0,8,3,citation,4,MERGE,MERGE
delbot_platform.documents.models.page,delbot_platform/documents/models/page.py,documents,module,2,0,14,2,page,2,MERGE,MERGE
delbot_platform.documents.registry.repository,delbot_platform/documents/registry/repository.py,documents,module,4,0,18,4,repository,6,MERGE,MERGE
delbot_platform.gateway.client,delbot_platform/gateway/client.py,gateway,module,3,0,8,3,client,3,MERGE,MERGE
delbot_platform.gateway.mapper.chat,delbot_platform/gateway/mapper/chat.py,gateway,module,1,0,8,2,chat,5,MERGE,MERGE
delbot_platform.gateway.openai.chat,delbot_platform/gateway/openai/chat.py,gateway,module,2,0,8,2,chat,5,MERGE,MERGE
delbot_platform.gateway.providers.local,delbot_platform/gateway/providers/local.py,gateway,module,1,0,8,3,local,5,MERGE,MERGE
delbot_platform.gateway.routers.chat,delbot_platform/gateway/routers/chat.py,gateway,module,1,0,8,2,chat,5,MERGE,MERGE
delbot_platform.gateway.routers.v1.chat,delbot_platform/gateway/routers/v1/chat.py,gateway,module,0,0,8,2,chat,5,MERGE,MERGE
delbot_platform.gateway.services.gateway,delbot_platform/gateway/services/gateway.py,gateway,module,4,0,12,5,gateway,5,MERGE,MERGE
delbot_platform.knowledge.citation.source,delbot_platform/knowledge/citation/source.py,knowledge,module,3,0,16,2,source,2,MERGE,MERGE
